,english,tamil
5821,nursing,நர்சிங்
5822,shevardnadze,Shevardnadze
5823,admits,ஒப்புக்கொள்கிறார்
5824,ai,AI
5825,indexes,குறியீடுகளின்
5826,entity,நிறுவனம்
5827,fusion,இணைவு
5828,click,கிளிக்
5829,postal,அஞ்சல்
5830,possession,வசம்
5831,foods,உணவு
5832,halted,நிறுத்தப்பட்டது
5833,financed,நிதியுதவி
5834,tends,முனைகிறது
5835,expenditures,செலவுகள்
5836,federation,கூட்டமைப்பு
5837,entities,நிறுவனங்கள்
5838,justices,நீதிபதிகள்
5839,volunteers,தொண்டர்கள்
5840,stewart,ஸ்டீவர்ட்
5841,immigration,குடியேற்றம்
5842,interoperability,இயங்குதன்மை
5843,1950s,1950
5844,birds,பறவைகள்
5845,rogers,ரோஜர்ஸ்
5846,graham,கிரஹாம்
5847,columbus,கொலம்பஸ்
5848,cigarette,சிகரெட்
5849,ash,சாம்பல்
5850,fed,ஊட்டி
5851,restrict,கட்டுப்படுத்த
5852,compuserve,கம்ப்யூசெர்வ்
5853,money,பணம்
5854,kuwaiti,குவைத்
5855,relating,தொடர்பான
5856,assumption,அனுமானம்
5857,calm,அமைதியாக
5858,illness,நோய்
5859,fan,ரசிகர்
5860,predecessor,முன்னோடி
5861,defensive,தற்காப்பு
5862,diagnosis,நோய் கண்டறிதல்
5863,cohen,கோஹன்
5864,creek,சிற்றோடை
5865,postponed,தள்ளி
5866,evident,தெளிவாக
5867,underwriters,நடத்துபவர்கள்
5868,featured,சிறப்பு
5869,rough,கடினமான
5870,tension,பதற்றம்
5871,obligation,கடமை
5872,ems,EMS
5873,pop-up,பாப் அப்
5874,shoes,காலணிகள்
5875,jailed,சிறையில்
5876,in,இல்
5877,album,ஆல்பம்
5878,defended,பாதுகாத்து
5879,bear,தாங்க
5880,spin,ஸ்பின்
5881,sw,SW
5882,actress,நடிகை
5883,susan,சூசன்
5884,review,ஆய்வு
5885,unity,ஒற்றுமை
5886,beating,அடிக்கு
5887,odds,முரண்பாடுகள்
5888,proud,பெருமை
5889,phase,கட்ட
5890,light,ஒளி
5891,patents,காப்புரிமைகள்
5892,flux,பாய்மம்
5893,fighter,போர்
5894,cooper,கூப்பர்
5895,rebound,மீண்டும் எழும்
5896,coal,நிலக்கரி
5897,alert,எச்சரிக்கை
5898,zones,மண்டலங்களை
5899,newwave,புதிய அலை
5900,tax,வரி
5901,banyan,ஆலமரம்
5902,unification,ஒருங்கிணைப்பு
5903,touched,தொட்டது
5904,cameras,கேமராக்கள்
5905,cluster,கொத்து
5906,distributed,விநியோகிக்கப்படுகிறது
5907,shelter,தங்குமிடம்
5908,fdic,FDIC
5909,transmit,பரிமாற்றத்திற்கு
5910,diffusion,பரவல்
5911,aggressively,தீவிரமாக
5912,queue,வரிசையில்
5913,households,குடும்பங்களின்
5914,pont,Pont
5915,pen,பேனா
5916,independently,சுதந்திரமாக
5917,assign,ஒதுக்க
5918,vowed,சபதம்
5919,key,முக்கிய
5920,metropolitan,பெருநகர
5921,obtaining,பெறுவதற்கு
5922,filters,வடிகட்டிகள்
5923,questioning,கேள்விகள்
5924,mo,மோ
5925,router,திசைவி
5926,interest,ஆர்வம்
5927,stem,தண்டு
5928,forum,மன்றம்
5929,lobbying,பரப்புரை
5930,diameter,விட்டம்
5931,financially,நிதி
5932,sterling,ஸ்டெர்லிங்
5933,solutions,தீர்வுகளை
5934,vars,Vars
5935,ranked,வது
5936,minds,மனதில்
5937,straightforward,நேரடியான
5938,mere,வெறும்
5939,lengthy,நீண்ட
5940,worth,மதிப்பு
5941,orientation,நோக்குநிலை
5942,tens,கணக்கான
5943,bat,பேட்
5944,raid,தாக்குதலில்
5945,inner,உள்
5946,costing,செலவு
5947,li,லி
5948,mm,மிமீ
5949,productive,உற்பத்தி
5950,everywhere,எல்லா இடங்களிலும்
5951,assure,உறுதி
5952,mountains,மலைகளில்
5953,suggestion,பரிந்துரை
5954,intelligence,புலனாய்வு
5955,clone,குளோன்
5956,beach,கடற்கரை
5957,pledge,உறுதிமொழி
5958,combinations,சேர்க்கைகள்
5959,gore,முக்கோணத்
5960,supervisor,மேற்பார்வையாளர்
5961,nixon,நிக்சன்
5962,stops,நிறுத்தங்கள்
5963,megabytes,மெகாபைட்
5964,theft,திருட்டு
5965,slated,திட்டமிடப்பட்டது
5966,collective,கூட்டு
5967,ken,கென்
5968,predicting,கணிக்கும்
5969,private,தனியார்
5970,convention,மாநாடு
5971,wood,மரம்
5972,arafat,அராபத்
5973,cap,தொப்பி
5974,burst,வெடிப்பு
5975,forces,படைகள்
5976,tools,கருவிகள்
5977,pregnant,கர்ப்பிணி
5978,notified,அறிவிக்கப்படும்
5979,brown,பழுப்பு
5980,emphasized,வலியுறுத்தினார்
5981,mice,எலிகள்
5982,disc,வட்டு
5983,secured,பாதுகாக்கப்பட்ட
5984,harm,தீங்கு
5985,certificates,சான்றிதழ்கள்
5986,anymore,இனி
5987,organize,ஏற்பாடு
5988,stretch,நீட்டிக்க
5989,eric,எரிக்
5990,kidder,Kidder
5991,pursuing,துரத்துகின்ற
5992,rallied,அணி திரண்டன
5993,nazi,நாஸி
5994,guest,விருந்தினர்
5995,regional,பிராந்திய
5996,ga,GA
5997,liabilities,பொறுப்புகள்
5998,differential,வேற்றுமை
5999,routers,ரவுட்டர்கள்
6000,consist,கொண்டிருக்கும்
6001,phenomenon,நிகழ்வு
6002,appealing,முறையீடு
6003,listen,கேட்க
6004,mile,மைல்
6005,independent,சுயாதீன
6006,ages,காலங்கள்
6007,sons,மகன்கள்
6008,varied,பல்வேறு
6009,distributions,வழங்கல்கள்
6010,survivors,உயிர் பிழைத்தவர்கள்
6011,forum,மன்றம்
6012,allocated,ஒதுக்கீடு
6013,harold,ஹரோல்ட்
6014,challenging,சவாலான
6015,olympic,ஒலிம்பிக்
6016,sand,மணல்
6017,objections,ஆட்சேபனைகள்
6018,h,மணி
6019,brazilian,பிரேசிலிய
6020,sellers,விற்பனையாளர்கள்
6021,features,அம்சங்கள்
6022,bull,காளை
6023,expandable,விரிவாக்கக்
6024,proposing,யோசனை
6025,bugs,பிழைகள்
6026,counted,எண்ணி
6027,locate,கண்டறிவது
6028,start-up,தொடக்க
6029,fighters,போராளிகள்
6030,substitute,மாற்றாக
6031,transmitted,பரவும்
6032,scenes,காட்சிகளை
6033,withdrawn,திரும்ப
6034,arguing,வாதிட்டு
6035,caribbean,கரீபியன்
6036,religion,மதம்
6037,chicken,கோழி
6038,rear,பின்புற
6039,willingness,விருப்பம்
6040,consent,ஒப்புதல்
6041,colo,வண்ணங்கள்
6042,natural,இயற்கை
6043,defining,வரையறுக்கும்
6044,tel,டெல்
6045,manually,கைமுறையாக
6046,add-in,சேர்க்க
6047,vm,VM
6048,enterprises,நிறுவனங்கள்
6049,transformation,மாற்றம்
6050,traffickers,கடத்தல்காரர்கள்
6051,copying,நகலெடுத்து
6052,reserved,முன்பதிவு
6053,bonus,போனஸ்
6054,romania,ருமேனியா
6055,templates,வார்ப்புருக்கள்
6056,dpi,dpi இல்
6057,kernel,கர்னல்
6058,epson,எப்சன்
6059,stance,நிலைப்பாடு
6060,dominate,ஆதிக்கம்
6061,interactions,பரஸ்பர
6062,enemy,எதிரி
6063,gang,கும்பல்
6064,wealthy,பணக்கார
6065,panels,பேனல்கள்
6066,caution,எச்சரிக்கை
6067,test,சோதனை
6068,airports,விமான நிலையங்கள்
6069,broadcasting,ஒலிபரப்பு
6070,bearing,தாங்கி
6071,russell,ரஸ்ஸல்
6072,quota,ஒதுக்கீடு
6073,enterprise,நிறுவன
6074,transport,போக்குவரத்து
6075,nitrogen,நைட்ரஜன்
6076,privacy,தனியுரிமை
6077,adoption,தத்தெடுப்பு
6078,discharge,வெளியேற்ற
6079,scientist,விஞ்ஞானி
6080,resumed,மீண்டும்
6081,almost,கிட்டத்தட்ட
6082,port,துறைமுக
6083,generators,ஜெனரேட்டர்கள்
6084,philippine,பிலிப்பைன்ஸ்
6085,nw,NW
6086,ancient,பண்டைய
6087,combining,இணைந்த
6088,ingres,இன்கிரெஸ்
6089,launching,துவக்கத்தையும்
6090,pose,போஸ்
6091,confrontation,மோதலை
6092,hispanic,ஹிஸ்பானிக்
6093,greenspan,கிரீன்ஸ்பான்
6094,photo,புகைப்படம்
6095,trapped,சிக்கி
